Stay away from this restaurant	Stay away from this restaurant	[subject missing]| stay away| from this restaurant							
Service is rude	Service is rude	service| is| rude							
Food is medicore	Food is medicore	food| is| medicore							
Stay away from this one	Stay away from this one	[subject missing]| stay away| from this one							
We didn't feel like arguing any more	We didn't feel like arguing any more	we| didn't feel like arguing| any more							
We didn't feel like arguing anymore	We didn't feel like arguing anymore	we| didn't feel like arguing| anymore							
We paid because we didn't feel like arguing any more	We paid because we didn't feel like arguing any more	we| paid| because we didn't feel like arguing any more	we| didn't feel like arguing| any more						
We left because we didn't feel like arguing any more	We left because we didn't feel like arguing any more	we| left| because we didn't feel like arguing any more	we| didn't feel like arguing| any more						
We didn't feel like arguing any more so we paid and left	We didn't feel like arguing any more so we paid and left	we| didn't feel like arguing| any more| so we paid and left	we| paid| and left						
Seating is always prompt	Seating is always prompt	seating| is always| prompt							
The restaurant does fill up in the evening	The restaurant does fill up in the evening	the restaurant| does fill up| in the evening							
 The restaurant fills up in the evening	The restaurant fills up in the evening	the restaurant| fills up| in the evening							
We put in our order for 4 appetizers	We put in our order for 4 appetizers	we| put in| our order for 4 appetizers							
The food didn't arrive until 45 minutes later	The food didn't arrive until 45 minutes later	the food| didn't arrive| until 45 minutes later							
The appetizers arrived with the main course	The appetizers arrived with the main course	the appetizers| arrived| with the main course							
We ordered	We ordered	we| ordered							
The food arrived late	The food arrived late	the food| arrived late							
The Servers are all different	The Servers are all different	the Servers| are| all different							
Servers are all different	Servers are all different	Servers| are| all different							
Greg is my favorite server	Greg is my favorite server	Greg| is| my favorite server							
We had to wait for 30 minutes	We had to wait for 30 minutes	we| had to wait| for 30 minutes							
We put out name down	We put out name down	we| put| out name| down							
There were open tables	There were open tables	there| were| open tables							
We were told that it'd be a 30 minute wait	We were told that it'd be a 30 minute wait	we| were told| that it'd be a 30 minute wait	it| 'd be| a 30 minute wait						
We were told that wait would be 30 minutes	We were told that wait would be 30 minutes	we| were told| that wait would be 30 minutes	wait| would be| 30 minutes						
We stood there for 10 minutes	We stood there for 10 minutes	we| stood| there| for 10 minutes							
Employees walked back and forth	Employees walked back and forth	employees| walked| back and forth							
Employees ignored us	Employees ignored us	employees| ignored| us							
The employees walked back and forth ignoring us	The employees walked back and forth ignoring us	the employees| walked| back and forth| ignoring us							
The employees ignored us	The employees ignored us	the employees| ignored| us							
We waited for an hour to be seated	We waited for an hour to be seated	we| waited| for an hour| to be seated							
We waited an hour	We waited an hour	we| waited| an hour							
We waited to be seated	We waited to be seated	we| waited| to be seated							
Service here was great	Service here was great	service here| was| great							
Food was fantastic	Food was fantastic	food| was| fantastic							
We waited over 30 minutes for our drinks	We waited over 30 minutes for our drinks	we| waited| over 30 minutes| for our drinks							
We waited over 1 1/2 hours for our food	We waited over 1 1/2 hours for our food	we| waited| over 1 1/2 hours| for our food							
Then we waited over 1 1/2 hours for our food	Then we waited over 1 1/2 hours for our food	we| waited| over 1 1/2 hours for our food| then							
We went around 9:30	We went around 9:30	we| went| around 9:30							
